Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped
sillyant382,69613063,2024/12/19,47,2164,n,Legend,,Cat,,"BANG! | Protest Sign: Noobs | Red Stratobloxxer | Frost Potion | Magical Horseshoe | Monster Mash | Saxophone | Fire Extinguisher"
UpInDaSkyz,90315870,2024/08/31,47,2164,y,skulls,,Ice Dragon,Lightning,"Annoying Elf | Steampunk Zapper | Carnagecopia | Electronic Illumination Device | Ham Bone | Instant Snowman | Christmas Tree Launcher | Stitch Bunny | Slush Cannon | Clown Gun | Heart Balloon | April Showers | Beehive | Summer Fireworks | RAIG Table | Love Hurts Ray Gun | Chocolate Gelt | The Fiery Sun | Confetti Cannon | Shade Potion | Mega Mallet | Soul Lantern | Ra'k Guitar | Snowball | 4th of July Fireworks | Balloon Sword | Beach Gun | Dance Potion | Ghost Potion | Silly Guitar | Megagavel | Egg Beater | Neon Laser Launcher | Sea Sorcerer Staff | A Very Special Monster | Snowman Gun | Pumpkin Staff | Red Stratobloxxer | Moonwalk Potion | Crowbar | Spray Paint | Alpaca Plushie | Turkey Leg | Boba Tea | Punk Wrist Cuff | Monster Mash | Vine Staff | Lollipop Cat | Science Project: Volcano | Staff of the Woodlands | Sparkler | AFK Sign | Pumpkin Gun | Science Project: Potato | Double Cheezburger | Jack Frost | Geolocator | Maraca | Winter Snowfall | Skull Gun | Pink Coconut Drink | Menacing Mage Energy Ball | Protest Sign: Noobs | Bucket | Necromancer Staff"
Maixxs,684292081,2024/11/04,47,2164,n,Destined,Orange flame,Alpaca,,"Ra'k Guitar | Eggstaff | Green Epicsauce | Bouquet of Pain Throwing Stars | Whoopee Cushion | Watermelon | Flower Feet | Protest Sign: Eggs are for eating | Ghost Bag | Compass | Starblox Latte | Lightblox Jar"
MAKIA_SNIPE,531864761,2024/07/22,47,2164,n,Sweetheart,Target,,Ragdoll,"Chick Horde | Pest Hammer"
oliverieee,308207036,2024/11/17,47,2164,n,Noob,Diamonds,Doge,,"Pizza | Moonwalk Potion | Protest Sign: Noobs | Bugle | Marching Drum | Monster Mash | Saxophone | Metal Guitar"
ehejjeeje,1498149725,2024/06/08,47,2164,n,,,,Brick,"Witches Brew | Foam Finger | Ice Cream | Compass | Tom's Beans | Frost Potion | Chimp Friend | Taco | Slingshot | Torch | Pirate Juice | Chocolate Milk | Saxophone | Staff of the Woodlands | Stop Hitting Yourself | Cake | Fortune Telling Eight Ball | Big Stick | Cherry Pie | Marshmallow Chirp | Goblet | Bloxiade | Pizza | Flower Feet | Space Sandwich | Red Balloon | Epicsauce | Latke | Moonwalk Potion | Red Stratobloxxer | R-80 | Hot Dog | Watermelon | Flute | Face Off Potion | Bloxxy Radar | Spinning Robot Helmet | Sparkler | Magical Umbrella | Starblox Latte"
XxAnsharah_imranxX,1728788475,2024/05/12,47,2164,n,Geek,Typical Games Logos,Rainbow Phoenix,Disappear,"Selfie Stick | Otherworldly Sceptre | Stop Hitting Yourself | Starfish"
caiojack4,3612864196,2024/05/31,47,2164,n,Epic,Global Snowglobe,Rudolph the Reindeer,Avalanche,"Snowball | Panda Friend | Haunted Pizza | Christmas Tree Lights | Apple Pie | Compass | The Christmas Creep | Monster Friend | Hedgehog Friend | Egg Locater | Slingshot | Exploding Heart | Chocolate Milk | Saxophone | Epicsauce | Cake | A Very Special Monster | Waffle | Pumpkin Bucket | Halloween Sparkler | Goblet | Space Sandwich | Santa | Big Flower | Christmas Tree Launcher | Monster Mash | Red Stratobloxxer | Protest Sign: Egg Hunt Nao | Ghost Bag | Bunch of Balloons | Shark Launcher | Slush Cannon | Noise Maker | Slurpee | Foam Finger | Whoopee Cushion | Cursed Mummy Friend | Lightblox Jar | Witches Brew | Bloxilicious Bubble Gum | Basketball | Misfortune Cookie | Zombie Protest Sign | Chocolate Bunny | Bug Net | Bugle | Watermelon | R-80 | Ice Cream | Latke | Green Epicsauce | Skeleton Foam Finger | Shade Potion | Red Pirate Juice | Christmas Cookie | Tom's Beans | Hot Dog | Frost Potion | Chimp Friend | Red Foam Finger | Taco | Starblox Latte | Bloxxy Radar | Sparkler | Torch | Pirate Juice | Noob Hot Chocolate | Pest Hammer | Magic Dragon | Pumpkin Gun | Cowbell | Jack Frost | Cymbals | Bloxiade | Hot Chocolate | Bauble Staff | Frosted Santa | Cherry Pie | Protest Sign: Eggs are for eating | Smore | Marshmallow Chirp | Frosty the Snowfriend | Teddy Bloxpin | RedBLOX | Pizza | Roblox Snowglobe | Speech Bubble | Winter Snowfall | Wooden Sword | Ancient Firecracker | Nunchucks | Face Off Potion | Magical Umbrella | Soul Lantern | Flute | Protest Sign: Noobs | Flower Feet | Spinning Robot Helmet | Jingle Bells | BANG! | Shuriken | Bighead Potion"
powerful3554,952517390,2024/12/17,47,2163,n,Fresh,North Star,Polygonal Snowman,The Claw,"Frosted Santa | Snowball Cannon | Bauble Detector"
eurcen,1412043364,2024/10/12,47,2163,n,,,,Zero Gravity Ragdoll,"Police Badge | Neon Laser Launcher | Chocolate Bunny | Frying Pan | Ice Cream | Alpaca Plushie | Carnagecopia | The Christmas Creep | Ink Launcher | Anubis Staff | Paint Grenade | Inflatable Saxophone | Big Stick | Director's Clapboard | Tambourine | Roblox Snowglobe | The Fiery Sun | Selfie Stick | Nunchucks | Bacon Frying Pan | Flute | TOMATOES! | Big Flower | Slurpee | Pom-Poms | Ra'k Guitar"
KATIE_890981,2391545418,2024/05/02,47,2163,n,Cute,,Bunny,Vanish,"Egg Locater | Otherworldly Sceptre | Egg Hammer"
Sizaani,36487133,2024/05/17,47,2163,n,MURICAN,Steam Ring,Freedom Eagle,Ghost,"Spooky Guitar | Drone | Eggstaff | Panda Friend | Flower Feet | Monster Mash | Marching Drum | Compass | Shuriken | Staff of the Woodlands"
27xreq,2020545454,2024/10/23,47,2163,y,Auspicious,Lich Aura,Dark Pegasus,Curse,"Spider Flinger | Red Stratobloxxer | Otherworldly Sceptre | Soul Lantern | Pumpkin Gun"
Meliii_ssaa,1162913039,2024/08/31,47,2163,n,,,Spectral Spider,The Claw,"Green Epicsauce"
T0RCHEDD,666393251,2024/12/30,47,2163,n,,,,Drop Coins,"Stop Hitting Yourself | Cherry Pie | Egg Locater | Chimp Friend | Silly Guitar | Party Horn | Disguise Watch"
attachedtothepast,1032613704,2024/09/21,47,2163,y,,,Hammy the Hamster,Bouncy,"Skele-tar | Big Flower | Green Epicsauce | Stop Hitting Yourself | Bonk Bat | Ghost Potion | Magical Umbrella | Jingle Bells | Pest Hammer | Saxophone | Speech Bubble"
Chazdaman3,1232600503,2024/07/08,47,2163,n,Overseer,Green flame,Overseer Eye,,"Otherworldly Sceptre | Epicsauce | Sea Sorcerer Staff | Christmas Tree Launcher | Slush Cannon | Stop Hitting Yourself | Winter Snowfall | Green Epicsauce | Mega Mallet"
E0wy_n,1173421382,2024/12/05,47,2162,y,Bold,,,Pause,"Stop Hitting Yourself | Pinata Bat | War Rocks | Rock It Guitar | Saxophone | Shark Launcher | Megagavel | Pest Hammer | Pumpkin Gun"
jihan_layag,3110538145,2024/05/21,47,2162,n,,Zzzz,Sloth,Burn,"Stop Hitting Yourself | Laser Finger Pointers | Misfortune Cookie | April Showers | Soul Lantern | Dragonshead Cannon | Disguise Watch | Halloween Sparkler | Protest Sign: Noobs | Ice Cream | Starblox Latte | Dance Potion | Whoopee Cushion | Cursed Mummy Friend | Fake C4"
deluxcritical,2927187125,2024/12/22,47,2162,y,uhhactually,Black flame,Round Cat,Ascend,"Christmas Cookie | Snowman Gun | Bauble Detector | Snowball Cannon | Snowball | Hot Chocolate | Roblox Snowglobe | Frosty the Snowfriend | Santa | Jingle Bells | The Christmas Creep"
Violet_SlayBaddie,1130691042,2024/05/29,47,2162,n,Fearless,Flame Ring,Flying Devil,Spaghettificate,"Stop Hitting Yourself | Cymbals | Drone | Foam Finger | Disguise Watch | Throwing Barrel | Protest Sign: Noobs | Bloxxy Radar | Tambourine | Fortune Telling Eight Ball | Whoopee Cushion | Saxophone | Staff of the Woodlands"
MudbaIl,467167671,2024/12/19,47,2162,n,Aromatic,Crystal Streaks,Tasmanian Devil,Ascend,"Stop Hitting Yourself | Throwing Spork | Clown Gun | Fire Extinguisher | R-80 | Dragonshead Cannon | Laser Finger Pointers"
brxixce,1647309679,2024/09/30,47,2162,y,Disestablishmentarianist,Golden Rays,8-Bit Tabby Cat,Lightning,"Speech Bubble | Anubis Staff | R-80 | Giant Ninja Star | Mega Mallet | Tennis Racket | Selfie Stick | Nunchucks | Flute"
charrystyles,55378018,2024/12/21,47,2162,n,Popular,Purple Slashes,Star Buddy,Drop Stars,"Big Flower | Flower Feet | Pest Hammer | Epic Popper | Eggstaff | 8-Bit Ninja Stars | Pinata Bat | Metal Detector"
mvapril,3261448585,2025/01/13,47,2162,y,,,Rat,Pause,"Laser Finger Pointers | Super Slash Cat Claws | PE Whistle | Snowball Launcher | Snowman Gun | Selfie Stick | Noob Pop | Helen The Hiphipapotamus | Magical Umbrella | Staff of the Woodlands | Hot Chocolate | Big Stick | Frosty the Snowfriend | Chicken Gun"
kuturayt,984825287,2024/10/29,47,2162,n,skulls,Corrupted Aura,Red Soul,Comic Thwack,"Soul Lantern | Megagavel | Pest Hammer"
Chaburechec,557920139,2024/09/20,46,2161,n,Atomic,Lightning Storm,,Disco,"Egg Locater | Frost Potion | Cymbals | R-80 | Saxophone | Pumpkin Bucket | Egg Hammer | Green Epicsauce | Drone"
GWLG24,4715571610,2024/09/22,46,2161,y,Nametag,,,Zero Gravity Ragdoll,"Otherworldly Sceptre | Dragonshead Cannon | Metal Guitar | Stop Hitting Yourself"
KUKI_SMAIL,1124025234,2024/11/23,46,2161,n,Silent,Target,Ellie the Emu,Drop Stars,"RedBLOX | Misfortune Cookie | Snowball | Foam Finger | Spider Flinger | Frying Pan | Skeleton Foam Finger | Bacon Frying Pan | Egg Locater | Otherworldly Sceptre | Taco | Metal Detector | Egg Hammer | Magical Umbrella | Pest Hammer | Starblox Latte | Pumpkin Gun | Cymbals | Inflatable Saxophone | Director's Clapboard | AFK Sign | Didgeridoo | Teddy Bloxpin | Protest Sign: Save the Noobs | Chick Horde | Roblox Snowglobe | Rolling Pin | Ancient Firecracker | Big Flower | Drone | Slush Cannon | Green Epicsauce | Ghost Bag | Soul Lantern | Face Off Potion | Protest Sign: Noobs | Haunted Pizza | Zombie Protest Sign | Meteor Staff | 8-Bit Ninja Stars | Cursed Mummy Friend | Rainbow Fireworks"
v2irr,3654649497,2024/09/01,46,2161,n,.,Funny Bone,Dragon,The Claw,"Stop Hitting Yourself | Monster Mash | Metal Guitar | Dance Potion"
caxtus_plant,1120098384,2024/11/10,46,2161,y,Neanderthal,Atomizer,Green Dragon,Curse,"Dance Potion | Carnagecopia | Bacon Frying Pan | Monster Friend | Otherworldly Sceptre | Ghost Potion | Saxophone | Epicsauce | Sign: This Is Epic | Red Stratobloxxer | TOMATOES! | Chameleon Potion | Pirate Juice | Science Project: Volcano | Zombie Protest Sign | Pom-Poms"
luigidawg,102715459,2024/08/24,46,2161,n,:-),Red sparkles,Raptor,Drop Stars,"Dragonshead Cannon | Tom's Beans | Cymbals | Red Balloon | Director's Clapboard | Protest Sign: Eggs are for eating | Egg Locater | RedBLOX | Spray Paint | Pest Hammer | Saxophone | Basketball"
Txonka,682284045,2025/01/06,46,2161,y,Nametag,Light Sprite,Void Sheep,Terminate,"Bauble Detector | Pest Hammer | Snowball Cannon | Stop Hitting Yourself | Slushie"
Billie_Eilish7096,1249039852,2025/01/11,46,2161,n,Atomic,Global Snowglobe,Merry Snowflake,Comic Thwack,"Chicken Gun | Otherworldly Sceptre | Staff of the Woodlands | Stop Hitting Yourself | Starfish | Selfie Stick | Snowman Gun | Bauble Detector | Silly Guitar | Snowball Cannon"
euphoriical,347789107,2024/08/05,46,2161,y,Angelic,Heartbeat,,Ghost,"Otherworldly Sceptre | Paint Grenade | Ticket Launcher"
13roblox222,5635449650,2024/08/10,46,2161,n,GAMER,,Ninja Frog,Shatter,"Epicsauce | Starfish | Nunchucks | Beach Ball | Beach Staff | Pest Hammer"
Yip_games2,1549175318,2024/09/14,46,2161,n,Worthless,,,Zero Gravity,"Stop Hitting Yourself | Green Epicsauce | Chameleon Potion | Metal Detector | Magical Umbrella | Epic Popper | R-80 | Item of Sentiment | Dragonshead Cannon | Staff of the Woodlands"
cigsforlunch,2342024625,2024/10/12,46,2160,y,Lucky,,,Shark Attack,""
YooSeungho0,5753904113,2025/01/04,46,2160,y,Crazy,Sprinkling Snowflakes,Unhatched Egg,The Claw,"Snowball Cannon | Bauble Detector"
ServinGeekers,945267598,2024/11/19,46,2160,y,Boxer,,Bad Bird,Halrog of Prey,"Monster Friend | Protest Sign: Touch Grass | Stop Hitting Yourself | iLift Three | Mega Mallet | Inflatable Saxophone"
smokilok7,1400523564,2024/10/15,46,2160,n,Auspicious,,Round Cat,Pause,"Basketball | Bandit Dog | Chocolate Milk | Stop Hitting Yourself | Big Stick | Pest Hammer"
Xxspikeyxxx,329480042,2024/08/02,46,2160,n,INSOMNIAC,Heartbeat,Stick Friend,Shatter,"Snowball | Inflatable Saxophone | Item of Sentiment | Ticket Launcher | Pest Hammer | Clown Bomb | Science Project: Volcano"
Viacheslavh3,1105393724,2024/12/17,46,2159,n,,,,,"Clown Bomb | Monster Mash | Snowball Cannon | Bauble Detector | R-80 | Science Project: Potato | Pest Hammer | Saxophone | Spell Book of Ice Cold Revenge"
MagicalKai666,1126857058,2024/09/13,46,2159,n,Simpleton,The Yellow Strange,Pinecone Turkey,Lightning,"Pest Hammer"
vitoriah394,2671884922,2024/12/14,46,2159,n,.,,,Spaghettificate,"Teddy Bloxpin | Bugle"
Lera_instUvU,1638184449,2024/10/11,46,2159,n,Royal,,Flying Angel,,"Basketball | Sign: This Is Epic | Noob Pop | Crab Horde | Egg Locater | Starfish | Green Epicsauce | Starblox Latte | Selfie Stick | Ultra-Flat Spray Paint | Pest Hammer | Ra'k Guitar | R-80"
durpoo,100816097,2024/11/06,46,2159,n,Poor,Cool Dogs,Blorb,,"Witches Brew | Foam Finger | Compass | Egg Locater | Torch | Pirate Juice | Pest Hammer | Magic Dragon | Staff of the Woodlands | BANG! | Cymbals | Hot Chocolate | Fortune Telling Eight Ball | Starblox Latte | Clown Bomb | Pizza | Cherry Pie | Frosty the Snowfriend | Bloxiade | Bucket | Bugle | Roblox Snowglobe | Soul Lantern | Wooden Sword | Latke | Flute | Protest Sign: Noobs | Protest Sign: Eggs are for eating | Spinning Robot Helmet | Jingle Bells | Spray Paint | RedBLOX | Chocolate Milk"
GamerShan5417,2786529371,2024/12/30,46,2159,n,Survivor,Robux logos,Penguin,,"Epicsauce | Bloxilicious Bubble Gum | Basketball | Fortune Telling Eight Ball | Haunted Pizza | Frosted Santa | Smore | Christmas Cookie | Goblet | Bloxiade | Chocolate Milk | Santa | Roblox Snowglobe | The Christmas Creep | Ancient Firecracker | Bauble Detector | Latke | Red Stratobloxxer | Red Foam Finger | Pirate Juice | Bunch of Balloons | Sparkler | Noise Maker | Hot Dog | Spinning Robot Helmet | Witches Brew | Spray Paint | Starblox Latte | Stop Hitting Yourself"
Artishka2009,1442373192,2024/07/30,46,2159,n,Good,,Epic Egg,Petrify,"Sign: This Is NOT Epic | Noob Hot Chocolate"
fnfadinochka,2613054811,2024/09/11,46,2158,n,INSOMNIAC,Hot Headed,Wolf,Comic Thwack,"Epicsauce | Pinata Bat | Bloxxy Radar | Otherworldly Sceptre | Metal Detector | Torch | Pirate Juice | Pizza | AFK Sign"
Livi_0002,391487163,2024/09/23,46,2158,n,bearface,The Yellow Strange,,Drop Coins,"R-80 | Bighead Potion | Protest Sign: Save the Noobs | Pom-Poms | Pest Hammer | Saxophone | Rainbow Fireworks"
Camilladewi2,263001621,2024/11/19,46,2158,n,.,Steam Ring,Banana Dog,,"Epicsauce | Basketball | Cake | Waffle | Frosty the Snowfriend | Teddy Bloxpin | Item of Sentiment | Santa | The Christmas Creep | Tom's Beans | Chimp Friend | Ancient Firecracker | Bugle | Noob Hot Chocolate | Marching Drum | Protest Sign: Noobs | Hot Dog | Winter Snowfall | Jingle Bells | Saxophone | Starblox Latte | Science Project: Volcano"
funfettikakes,1588563410,2024/11/09,46,2158,y,Discombobulated,Asteroids,Carol the Crab,Vanish,"Megagavel | Fortune Telling Eight Ball | Waffle | Cupcake Launcher | Stop Hitting Yourself | Green Epicsauce | TOMATOES! | Pumpkin Gun"
Midnight_unipopstar,1515192241,2025/01/12,46,2158,n,Cute,Floating Flower,,Spaghettificate,"Protest Sign: Pro Fake Mustache | Fake C4 | Bauble Detector | Discus | 8-Bit Ninja Stars | Chicken Gun | Staff of the Woodlands"
oxc000lll,1520879768,2024/10/25,46,2158,n,Frigid,North Star,Epic Egg,Explode,"Dragonshead Cannon | Throwing Spork | Fake C4 | Otherworldly Sceptre | Soul Lantern | Shade Potion"
kingdope2456,740731107,2024/07/16,46,2158,n,Fresh,,,Ragdoll,"Clown Gun | Protest Sign: Noobs | Ice Cream | Party Horn"
pixiedust_450,1312746270,2024/08/10,46,2158,n,Athlete,Aurora Borealis,,Shatter,"Paint Grenade | Pumpkin Gun | Spider Flinger | Big Stick | Big Flower | Flower Feet | Beach Ball | Staff of the Woodlands | Torch | Beach Staff | Touchdown Football | Rainbow Fireworks"
AmandaR124,1048273053,2025/01/08,46,2158,n,Princess,Purple flame,Ollie Octopus,Abduct,"Dragonshead Cannon | Annoying Elf | Disguise Watch | Director's Clapboard | Clown Bomb | Monster Mash | Item of Sentiment | The Christmas Creep | Moneybag | Snowball Cannon | Bauble Detector | Frost Potion | Green Epicsauce | Magical Umbrella | Stop Hitting Yourself | Flower Feet | Exploding Heart | Jingle Bells | Pest Hammer | Starblox Latte | Lightblox Jar"
ReIuxs,48176469,2024/12/21,46,2157,y,NPC,,Haunted Cheezburger,Mined,"Bongos | Pumpkin Staff | Snowball Cannon | Bauble Detector | Red Pirate Juice"
UnrivaledDesire,800059672,2025/01/07,46,2157,n,,Bauble Master,Evil Snowman,Ascend,"The Christmas Creep | Snowman Gun | Snowball Cannon | Chimp Friend | Annoying Elf | Science Project: Volcano | Roboarm | Noob Pop | Pumpkin Gun | Chicken Gun"
42vy,474898411,2024/10/13,46,2157,n,:-),,Hula Dog,,"Stop Hitting Yourself | Disguise Watch | Red Stratobloxxer | Whoopee Cushion | Metal Guitar | Staff of the Woodlands"
SAS1SAS19,1849678867,2024/06/27,46,2157,y,,,,Avalanche,"Bloxxy Radar"
princes_Neisai12,465785868,2024/11/19,46,2157,n,.,Stars,Walrus,,"Stop Hitting Yourself | Magical Umbrella | Pest Hammer"
nafimredowan,1078475552,2024/09/03,46,2157,n,:-),Cyan flame,Bird,Ghost,"Stop Hitting Yourself | Staff of the Woodlands"
Annavdk11,3325177109,2024/06/30,46,2157,n,Legend,Watermelons,Herbert T. Shark,,"Green Epicsauce | Ink Launcher"
DimaNOB,332267415,2024/08/03,46,2157,y,Glimmering,Burning Flames,Nancy,Drop Coins,"Otherworldly Sceptre | Beach Staff | R-80 | iLift Three | Beach Ball | Goala Cola"
HxlloKix,3875179059,2024/12/15,46,2157,y,Cozy,Festive Tree,Festive Cookie,Top of Tree,"Icicle Cannon | Megagavel | Snowball Cannon | Winter Snowfall | Selfie Stick | Bauble Detector"
kobloxwarlord167,42791078,2024/06/13,46,2157,n,Epic,Target,Threatening Goose,Separate,"Stop Hitting Yourself | Protest Sign: Noobs | TOMATOES! | Item of Sentiment | Magic Dragon | Metal Detector"
LordJp450,1657503038,2024/12/17,46,2157,n,Claus,Black sparkles,Little Penguin,Top of Tree,"Snowman Gun | Snowball Cannon | Bauble Detector"
canTimaGineThinG,2911846870,2024/10/11,46,2156,y,,,,,"Otherworldly Sceptre | Staff of the Woodlands | Big Flower"
thegameroi,141539059,2024/08/04,46,2156,n,Alert,Caution Crazy,,,"Beach Staff | Fake C4 | Item of Sentiment | Baseball Bat"
Zipskibs,552061253,2024/10/01,46,2156,y,,,Green Soul,Pause,"Laser Finger Pointers | TOMATOES! | Drone"
El_Barto58,1225924662,2024/12/06,46,2156,n,INSOMNIAC,Supernova,Skeleton Cat,Gravestone,"Winsome Wizard Wand | Banana Peel | Spider Flinger | Disguise Watch | Icicle Cannon | Shark Launcher | Roman Candle | Egg Locater | Otherworldly Sceptre | Ink Launcher | Bighead Potion | Saxophone | Stop Hitting Yourself | Dragon Plushie | Sign: This Is Epic | Tambourine | Crab Horde | Big Flower | Ghost Bag | Basketball | Misfortune Cookie | Sonic Boom Tuba | Chocolate Bunny | EPIC Stamper | Squid Launcher | Tom's Beans | Metal Detector | Egg Hammer | Pumpkin Gun | Cymbals | Korblox Mage Staff | Killer Whale Launcher | Beast Claws | Fortune Telling Eight Ball | Haunted Pizza | Metal Guitar | Speech Bubble | Pirate Juice | AFK Sign | Rock It Guitar | Jack Frost | Green Epicsauce | A Very Special Monster | Soul Lantern | Cherry Pie | Moonwalk Potion | Ceramic Potion | Ancient Firecracker | BANG! | Slingshot"
Queen_Elizabett,1206936395,2024/12/20,46,2156,n,Claus,Caution Crazy,Santa's Sleigh,The Claw,"Otherworldly Sceptre | Snowball Cannon | Bauble Detector"
miaaayuuuu,471148151,2024/07/10,46,2156,y,.,Aura,Alpaca,Shark Attack,"Witches Brew | Saxophone | Slushie | Alpaca Plushie | Nunchucks | Otherworldly Sceptre | Sparkler | Stop Hitting Yourself | Pest Hammer | Paint Grenade"
gyulvr101,438504784,2024/09/15,46,2156,n,Myth,,Hula Dog,,"Epicsauce | Flute | Torch | Saxophone"
ItzReaperrrrr,82341644,2024/10/23,46,2155,n,barcode,Rich Tea Biscuits,Ghost Puppy,Zero Gravity,"Winsome Wizard Wand | Otherworldly Sceptre | Pumpkin Gun | Soul Lantern | Epic Popper | Party Horn | Caltrops"
cutebellapuppydog,1382283177,2024/04/28,46,2155,n,Legend,Purple sparkles,Spectral Spider,Ragdoll,"Stop Hitting Yourself | Basketball | Pinata Bat | A Very Special Monster | Bauble Staff | Spider Flinger | EPIC Stamper | Egg Locater | Shark Launcher | Green Epicsauce | Big Flower | Starblox Latte | Eggshot | Wooden Sword | Pest Hammer | Otherworldly Sceptre | Moonwalk Potion | Saxophone | Metal Detector | Slush Cannon | Flower Feet | Magical Umbrella | Pirate Juice | Soul Lantern | Spray Paint | Magic Dragon | Pumpkin Gun"
0npyr,80149815,2025/01/13,46,2155,y,Malignant,,Vampire Bat,Baublify,"Haunted Pizza | Skull Gun | Pumpkin Staff | Flashbang | Kittypult | Mega Mallet | Soul Lantern"
Sakuuraai,371737791,2025/01/08,46,2154,y,Charismatic,Love Aura,Bunny Egg,Lovely Explosion,"Stop Hitting Yourself | Yellow Snowball | Epicsauce | Bauble Detector | Snowball Cannon | Egg Locater | Selfie Stick | Otherworldly Sceptre | Soul Lantern | Egg Hammer | Science Project: Potato | Pumpkin Gun"
CLOWNERYCL0WN,324050310,2024/10/12,46,2154,y,Cute,Doodle Hearts,The Lapin Twins,,"Pest Hammer | Item of Sentiment | Chocolate Milk"
tiki2980,159162754,2024/08/30,46,2154,n,Fugitive,Flowers,Threatening Goose,Skeletonize,"Laser Finger Pointers | Foam Finger | Frying Pan | The Christmas Creep | Hedgehog Friend | Chocolate Milk | BANG! | Noise Maker | Torch | Pest Hammer | Stop Hitting Yourself | Roblox Snowglobe | Cake | Protest Sign: Noobs | Hot Dog | Tambourine | Clown Bomb | Blueberry Pie | Ham Bone | Green Epicsauce | Santa | Big Flower | Rolling Pin | Wooden Sword | Red Stratobloxxer | R-80 | Item of Sentiment | Bunch of Balloons | Bugle | Monster Mash | Pizza | Zombie Protest Sign"
natixgarrido,1047315180,2024/06/07,46,2154,n,Cute,Purple flame,Piggy bank,,"Stop Hitting Yourself | Pizza | Moonwalk Potion | Waffle | Witches Brew | Watermelon | Latke | Ice Cream | Chocolate Milk | Teddy Bloxpin | Spray Paint | Dance Potion | Staff of the Woodlands"
N1COLE_3,738818884,2024/11/13,46,2154,n,,Funny Bone,,Pop,"Teddy Bloxpin | Magical Umbrella | Spray Paint"
undeadcoming109,5632583602,2024/09/07,46,2154,n,Haggard,,Void Sheep,Vanish,"Inflatable Saxophone | Alpaca Plushie | Red Balloon | The Fiery Sun | Egg Locater | Ink Launcher | Sign: This Is NOT Epic | Big Flower | Slurpee | Noob Hot Chocolate | Pest Hammer | Squid Launcher"
Pigs_rocks,437146581,2024/10/27,46,2154,n,.,The Red Strange,,Spaghettificate,"Epicsauce | Flower Feet | Torch | Ancient Firecracker | Wooden Sword | Staff of the Woodlands"
Koishi030,1823442303,2024/10/04,46,2153,n,Cheeky,Target,Threatening Goose,The Claw,"Fire Extinguisher | Cherry Pie | Pest Hammer | Giant Ninja Star | Crab Horde | Speech Bubble | Otherworldly Sceptre | Cymbals | Green Epicsauce | Bugle"
Izabelladies,84097735,2025/01/12,46,2153,n,Sk8r,,Blorb,,"Basketball | Double Cheezburger | Pumpkin Bucket | 8-Bit Ninja Stars | Item of Sentiment | Bauble Detector | Pizza | Hot Dog | Pirate Juice | Clown Bomb"
BlaxXR8_YT,382524241,2024/12/28,46,2153,n,Snowman Title,Light Sprite,Merry Snowflake,Ragdoll,"Snowball Cannon | Bauble Detector | Pest Hammer | Item of Sentiment"
Lifevibegirl,3535456116,2024/09/05,46,2153,n,Charismatic,Butterflies,Blobby Fish,Spaghettificate,"Christmas Tree Lights | Slush Cannon"
L0rraining,804339562,2024/08/17,46,2153,n,Princess,,Polar Bear,Abduct,"Misfortune Cookie | Clown Bomb | The Celebrator | Red Stratobloxxer | Item of Sentiment | Ghost Bag | Bunch of Balloons | Pinata Bat | Pom-Poms | Saxophone | Christmas Tree Launcher"
Zlab_7,1818709285,2024/12/17,46,2153,n,Wealthy,,Airborne Bear,,"Stop Hitting Yourself | Bauble Detector | Pest Hammer | Staff of the Woodlands | Soul Lantern"
lilileave,264924384,2025/01/07,46,2152,n,Overseer,North Star,Gingerbread Man,Shatter,"Winsome Wizard Wand | Neon Laser Launcher | Frosted Santa | Otherworldly Sceptre | Epic Popper | Yellow Snowball | RoVacuum | Poison Picnic | RedBLOX | Monster Mash | Snowball Cannon | Bauble Detector | Ra'k Guitar | Pumpkin Gun | Tambourine | Cherry Pie | Ceramic Potion | Party Horn | Speech Bubble | Green Epicsauce | Bugle | Princess Mischief's Wand | Caltrops"
danielrusu,73548957,2024/07/15,46,2152,n,Epic,,Doge,Ragdoll,"Staff of the Woodlands"
mksamsadk,950042111,2024/11/07,46,2152,n,Vyrelord,Musical Barrier,Halrog,Curse,"Ghost Potion | Soul Lantern"
generalmopos,1020097386,2024/06/12,46,2152,n,.,,,Skeletonize,"Stop Hitting Yourself | Didgeridoo | Throwing Barrel | Protest Sign: Noobs | Bugle | Staff of the Woodlands | Marching Drum | Item of Sentiment | Sparkler | Bloxxy Radar"
xxxLittle_Bearx,1701037064,2024/10/01,46,2152,n,Bri'ish,Steam Ring,Flying Angel,Drop Stars,"Rolling Pin | Cymbals | Ultra-Flat Spray Paint | Snowball | R-80 | Egg Locater | Metal Detector | Misfortune Cookie | Flower Feet | Torch | Fortune Telling Eight Ball | Bloxiade | Face Off Potion | Saxophone | Foam Finger"
misency,380971329,2024/10/02,46,2151,n,Loaded,,Jumbo Hamster,Big Bunny,"Lollipop Cat | Confetti Cannon | Big Flower | Alpaca Plushie | Teddy Bloxpin"
